ledger_key,id,object_type,original_claim,canonical_status,root_cause_invariant,affected_surface_files_data,owner_requirement,implementation_disposition,failing_before_evidence,changed_files_commits,tests,negative_failure_path_proof,integrated_proof,residual_risk,final_status
"ENTRYPOINT:ROUTE-133","ROUTE-133","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/schema-deployment-checklist.md","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-134","ROUTE-134","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/setup-click-to-scale-ghl.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-135","ROUTE-135","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/smoke-test-checklist.md","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-136","ROUTE-136","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/smoke-test-system.md","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-137","ROUTE-137","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/smoke-test.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-138","ROUTE-138","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/sync-meta-tracking-readiness.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-139","ROUTE-139","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/tenant-isolation-smoke.md","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-140","ROUTE-140","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/test-activation-telemetry.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-141","ROUTE-141","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/test-billing-recovery.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-142","ROUTE-142","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/test-campaign-345-state-repair.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-143","ROUTE-143","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/test-campaign-value-report.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-144","ROUTE-144","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/test-click-to-scale-ghl.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-145","ROUTE-145","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/test-client-error-telemetry.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
